이코복스커피스튜디오 서여의도점, 서울 영등포구 여의도동 13-25
코코버블티 명동중앙점, 서울 중구 명동2가 54-31
골든핸즈라운지, 서울 마포구 망원동 439-44
로이즈 빙수, 서울 송파구 신천동 29
스트리트박스, 서울 강동구 성내동 379-10
아마스빈 구로깔깔거리점, 서울 구로구 구로동 1123-3
앙꼬, 서울 용산구 청파동2가 56-2
모리티아, 서울 성동구 성수동2가 284-63
합심, 서울 종로구 평동 233
스타벅스 광화문우체국점, 서울 종로구 종로1가 89-3
에이블, 서울 동작구 노량진동 92-2
이디야커피 서울고속버스터미널점, 서울 서초구 반포동 19-4
이러리오빠, 서울 광진구 구의동 546-4
밤하늘, 서울 강북구 미아동 637-411
더부르다, 서울 은평구 갈현동 391-1
왕실다방, 서울 강동구 천호동 393-16
나와나타샤, 서울 마포구 서교동 328-15
피피카페, 서울 강남구 대치동 1003
엔뉴까페, 서울 광진구 화양동 1
달, 서울 용산구 용산동2가 5-1608
킹고커피, 서울 강동구 고덕동 343-2
바나프레소 보라매역점, 서울 동작구 대방동 400-3
더히어로, 서울 송파구 신천동 7-28
샤갈의눈내리는마을, 서울 강서구 화곡동 936-4
로우키 송정점, 서울 성동구 송정동 66-160
스프링스톤, 서울 성북구 보문동6가 170
잠바주스 연세세브란스점, 서울 서대문구 신촌동 134
티브커피하우스, 서울 마포구 연남동 223-95
카페마더 글로벌센터점, 서울 종로구 서린동 63
19먼스, 서울 강남구 도곡동 180-12
퍼니퍼니팡팡, 서울 노원구 상계동 624
카페온도, 서울 강동구 성내동 245-39
파머스카페, 서울 성동구 성수동1가 656-1083
고양이라좋은날, 서울 강남구 역삼동 817-38
커피나인 마곡, 서울 강서구 마곡동 772-5
카페이퍼스 양재점, 서울 서초구 양재동 81-17
cafe42st., 서울 중구 신당동 164-4
스타벅스 상암DMC점, 서울 마포구 상암동 1654
벌툰 신도림역점, 서울 구로구 신도림동 338
데바스테이트 청담, 서울 강남구 청담동 80-17
바나프레소 삼성타운점, 서울 서초구 서초동 1327-7
24시무인카페메일빈24 공덕점, 서울 마포구 공덕동 113-21
서울래빗, 서울 종로구 체부동 37-1
TV&TV카페카와, 서울 중랑구 상봉동 122-4
페베르, 서울 송파구 잠실동 195-7
폴바셋 서소문점, 서울 중구 서소문동 143
이리온(IRION), 서울 은평구 불광동 91-5
레모스, 서울 서초구 양재동 289-5
키페브루잉, 서울 마포구 서교동 460-34
로찌커피 논현점, 서울 강남구 논현동 143-1
예나페어, 서울 서대문구 충정로3가 283
154수다, 서울 서대문구 홍은동 48-201
레드버튼 신림점, 서울 관악구 신림동 1640-48
버피카페, 서울 중구 신당동 251-74
이고, 서울 마포구 합정동 448-15
다밍, 서울 마포구 서교동 397-2
벌툰 봉화당 망원역점, 서울 마포구 망원동 377-2
세이브커피랩, 서울 중구 신당동 840
알로하토스트랑커피랑, 서울 서대문구 연희동 165-4
순자네다락방, 서울 중랑구 망우동 209-10
베이킹스튜디오 완두, 서울 동작구 사당동 141-48
카페모모이, 서울 마포구 상수동 312-3
예인북카페, 서울 강서구 마곡동 327-53
아궁이빙수, 서울 관악구 봉천동 1604-6
타래퀸 노원점, 서울 노원구 상계동 389-583
크림블루커피, 서울 강동구 암사동 510-20
폴바셋 GFC점, 서울 강남구 역삼동 737
피트커피 (Peat Coffee), 서울 강동구 고덕동 343-2
히시커피, 서울 영등포구 당산동3가 398-20
아이엠카롱, 서울 금천구 독산동 1033-73
이디야커피 본서부병원점, 서울 은평구 응암동 88-11
베이글카페 화양점, 서울 광진구 화양동 17-50
떡카페 백금산 떡집, 서울 동대문구 휘경동 150-25
더블유아이오, 서울 강남구 역삼동 829-6
79파운야드 영등포포레나점, 서울 영등포구 영등포동7가 208
더벤티 금호점, 서울 성동구 금호동4가 1382
하프커피 강남파미에스테이션점, 서울 서초구 반포동 118-2
스타벅스 영등포신길점, 서울 영등포구 신길동 252-9
탱고, 서울 종로구 내자동 178-2
푸르시안블루, 서울 중구 충무로4가 306
마이블루투모로우 강남대로점, 서울 서초구 서초동 1303-35
몰리스피크닉, 서울 마포구 서교동 331-3
커피에반하다 커피레터, 서울 강서구 화곡동 469-12
도쿄수플레 연남점, 서울 마포구 연남동 240-3
카페일분 하계점, 서울 노원구 하계동 274-1
우지커피 당산생각공장점, 서울 영등포구 당산동1가 459
마띠유, 서울 용산구 용산동5가 24
텐퍼센트커피 강남지인병원점, 서울 강남구 논현동 218-11
개화가배, 서울 성북구 안암동1가 245
더마실카페, 서울 중구 신당동 432-612
프로맘킨더 롯데백화점 건대스타시티점, 서울 광진구 자양동 227-342
방앗간, 서울 강남구 논현동 162-10
조이카페&샌드위치, 서울 은평구 불광동 603-4
히트커피로스터스 서교점, 서울 마포구 서교동 463-2
써스테이너블, 서울 광진구 화양동 21-20
테이크잇이지 로스터리카페, 서울 강동구 성내동 455
붕어맨숀, 서울 송파구 가락동 913
달콤가든, 서울 강남구 논현동 78-9
마그마커피, 서울 강남구 삼성동 112-23
더리터 중곡역점, 서울 광진구 중곡동 166-41
규림, 서울 서초구 방배동 909-9
카페2020, 서울 종로구 인사동 34-34
폴바셋 수서역점, 서울 강남구 수서동 713
미쁘다, 서울 동작구 대방동 340-11
창작카페, 서울 강서구 마곡동 289-1
크럼스, 서울 서초구 양재동 108-3
커피에반하다 관악푸르지오점 스마트카페, 서울 관악구 봉천동 1729-1
데이넌, 서울 송파구 송파동 11-10
사파리카페, 서울 마포구 서교동 331-22
빌머시너리, 서울 용산구 용산동2가 1-1890
레스티오 건대상허도서관점, 서울 광진구 화양동 1
이이오커피, 서울 송파구 삼전동 177-6
아트79, 서울 강남구 청담동 126-10
빽다방 뚝섬상원길점, 서울 성동구 성수동1가 13-133
연트럴다방, 서울 마포구 연남동 239-44
할리스 세종로점, 서울 종로구 세종로 200
라곰바리스타, 서울 강남구 신사동 550-17
리프패럿 중랑구청점, 서울 중랑구 신내동 563-2
스팀피쳐, 서울 영등포구 당산동4가 32-59
스파티움, 서울 마포구 서교동 451-41
주스커피, 서울 종로구 연지동 58
스타벅스 현대디큐브2F점, 서울 구로구 신도림동 692
양원커피, 서울 중랑구 망우동 56
젠트레이디, 서울 용산구 후암동 255-25
에덴스벨리 스타필드 코엑스몰점, 서울 강남구 삼성동 159
호두대장, 서울 양천구 신정동 1028-13
팔공티 동국대점, 서울 중구 필동3가 19-8
땡땡이치는만화카페, 서울 강서구 화곡동 1072-2
할리스 연신내점, 서울 은평구 대조동 199-28
피에로커피, 서울 강동구 성내동 465
에스프리노블, 서울 구로구 신도림동 328-4
페어트레이드카페, 서울 종로구 혜화동 202
아르가, 서울 노원구 상계동 695
꼼데푸생, 서울 서대문구 홍은동 415-81
메가MGC커피 우장산숲아이파크점, 서울 강서구 화곡동 1024-9
멜트커피, 서울 강남구 삼성동 157-15
더새봄, 서울 강북구 수유동 547-7
에브리데이해피벌스데이, 서울 마포구 연남동 227-2
폴라리스어드바이저, 서울 서대문구 천연동 13-13
카페언덕길, 서울 노원구 월계동 534-194
헤라타로사주샵, 서울 송파구 방이동 58-24
커피스푼, 서울 광진구 자양동 666-2
카페홈즈 강서구청점, 서울 강서구 화곡동 987-7
Man Yuan, 서울 동대문구 휘경동 329
카페다르, 서울 강서구 화곡동 1117-19
엑스엑스커피메이커, 서울 중구 을지로4가 311-7
폴인커피 천호점, 서울 강동구 천호동 453-24
카페94, 서울 서대문구 홍제동 279-12
머더파커 WOW 홍대점, 서울 마포구 서교동 369-10
페리윙클, 서울 서대문구 창천동 506-26
달팽이카페, 서울 종로구 혜화동 70-1
발리, 서울 강동구 천호동 238-1
백억커피 중랑점, 서울 중랑구 면목동 634-10
하라핸즈커피, 서울 송파구 잠실동 182
코튼 서울, 서울 종로구 관훈동 83-2
백남준카페, 서울 종로구 창신동 197-33
크로플덕오리아가씨 강동구점, 서울 강동구 명일동 351-14
과일에반하다프루타 고덕점, 서울 강동구 고덕동 646
카페리빈 강남점, 서울 강남구 역삼동 837-24
백악관커피숍, 서울 동작구 상도동 346-8
아마스빈 가산디지털단지점, 서울 금천구 가산동 371-28
몽뵈르, 서울 은평구 녹번동 160-13
함께그린카페, 서울 금천구 가산동 468-4
델리나인, 서울 서초구 반포동 718
스타벅스 서울역서부점, 서울 용산구 서계동 219-17
요거트월드 송파점, 서울 송파구 가락동 70-13
멍멍이다방, 서울 강서구 화곡동 1068-24
카페수, 서울 은평구 대조동 231
커피빈 논현동수면센터점, 서울 강남구 논현동 34-21
아크, 서울 마포구 상수동 90-9
그라말, 서울 강남구 개포동 1196-1
씨티오(SITIO), 서울 중구 광희동1가 216
고고고망원, 서울 마포구 망원동 482-8
삼녀네커피, 서울 노원구 월계동 947
김커피, 서울 성북구 동선동5가 62
요거트아이스크림의정석 둔촌동역점, 서울 강동구 성내동 416-20
커피라운지55, 서울 서초구 서초동 1463-10
여여하다, 서울 종로구 경운동 89-4
멜로우미, 서울 강남구 역삼동 834-23
빙수를품은달인 화곡점, 서울 강서구 화곡동 105-78
카페디아떼, 서울 금천구 가산동 345-30
바나프레소 문정SK점, 서울 송파구 문정동 642-3
디에타, 서울 성북구 동선동1가 69
이디야커피 동대문구청점, 서울 동대문구 용두동 39-809
커피빈 송파파크하비오점, 서울 송파구 문정동 618
LP소리골 서초점, 서울 서초구 서초동 1557-7
하모니, 서울 강남구 논현동 202-9
컴포즈커피 영등포아델포레점, 서울 영등포구 대림동 1127
마이리틀벌스데이, 서울 송파구 송파동 10-1
에그베이커리, 서울 강서구 마곡동 760
커인스컴퍼니, 서울 성북구 종암동 57-161
애로우팩토리양궁카페 영등포점, 서울 영등포구 영등포동3가 19-2
언플러그드 홍대, 서울 마포구 서교동 326-18
바벤티, 서울 금천구 시흥동 995-9
요거트월드 반포고투몰점, 서울 서초구 잠원동 68-17
컨트롤카페, 서울 강남구 논현동 185-4
로얄스카이라운지, 서울 강동구 성내동 199-10
어로드커피, 서울 마포구 상암동 2-187
카페spoo, 서울 중구 장충동2가 188-11
시트플레이스, 서울 서대문구 창천동 70-46
쥬씨 강남역세무서점, 서울 강남구 역삼동 827-1
민속찻집, 서울 중구 남창동 34-134
1프로카페, 서울 노원구 상계동 450
샌드&푸드, 서울 은평구 응암동 116-26
핸디, 서울 양천구 신월동 21-4
토즈모임센터 서울대입구점, 서울 관악구 봉천동 869-10
올리빈카페, 서울 성동구 성수동2가 289-205
인잇, 서울 중구 장충동1가 38-30
Elsewhere, 서울 강남구 개포동 1230
텅 성수 스페이스, 서울 성동구 성수동2가 317-9
예평, 서울 용산구 이태원동 227-28
가배유정, 서울 송파구 송파동 51-3
홉아이카페, 서울 송파구 가락동 89-1
하루한알, 서울 강남구 신사동 577
누메아커피바, 서울 강남구 삼성동 25-4
로뎀나무, 서울 강남구 신사동 607-3
가영다방, 서울 중구 을지로2가 200
오브젝티브 커피 로스터스, 서울 강남구 논현동 113-17
커피빈 종로관철동점, 서울 종로구 관철동 11-4
그릭 역삼점, 서울 강남구 역삼동 719-24
잇츠커피, 서울 관악구 신림동 1439-23
비너스밀, 서울 송파구 신천동 7
카페지오, 서울 용산구 서계동 33-44
트러키, 서울 노원구 공릉동 338-52
카페불라, 서울 강동구 고덕동 650-5
카페브리지, 서울 동작구 사당동 206-96
크레블리디, 서울 송파구 송파동 49-3
티타임커피 암사대교점, 서울 강동구 고덕동 486
커피볶는카페어썸, 서울 강서구 염창동 272-9
파이브브루잉, 서울 서초구 방배동 876-31
청순갈현, 서울 은평구 갈현동 419-32
카페레프리, 서울 노원구 중계동 359-9
카페독산, 서울 금천구 독산동 1001-2
에프엑스커피, 서울 강남구 논현동 249-6
모아커피, 서울 송파구 잠실동 22-6
ㅎㄷ카페, 서울 마포구 서교동 363-17
밸리커피집, 서울 금천구 가산동 481-10
앤틱카페돌체, 서울 강남구 삼성동 159-8
연리희재 갤러리아백화점, 서울 강남구 압구정동 494
초이스, 서울 중구 을지로7가 143
카페잇다, 서울 도봉구 쌍문동 246
트러스트스페셜티커피 선릉역점, 서울 강남구 역삼동 703-7
우드진 상암누리꿈점, 서울 마포구 상암동 1605
CAFE MACHA 서초점, 서울 서초구 서초동 1598-3
카페천국 잠실점, 서울 송파구 석촌동 288-19
튜토리얼, 서울 마포구 상수동 310-12
히우, 서울 양천구 목동 625-20
비담, 서울 종로구 가회동 177-4
베러초이스, 서울 성동구 성수동2가 302-43
투썸플레이스 상암KBS미디어센터점, 서울 마포구 상암동 1652
보그, 서울 서대문구 대현동 11-1
잎새달, 서울 은평구 응암동 97-3
곰돌카페, 서울 영등포구 여의도동 13-21
홀리빈스, 서울 양천구 목동 405-350
긱스커피, 서울 강서구 화곡동 381-12
바빈스커피 방화점, 서울 강서구 방화동 281-31
카페295, 서울 마포구 상암동 1288
스테이, 서울 동대문구 용두동 40-25
홍고추, 서울 성북구 정릉동 16-301
양지다방, 서울 중랑구 망우동 357-8
네이밍카페 카페고, 서울 동대문구 장안동 587
꽃이피움, 서울 종로구 관훈동 151-4
스튜디오Z, 서울 광진구 화양동 8-19
카페플로먼트, 서울 성북구 성북동 128-1
